id,label,model list,text 
2015125,Engine,"['FORD F350 2011', 'FORD F350 2012', 'FORD F350 2013', 'FORD F350 2014', 'FORD F350 2015', 'FORD F450 2011', 'FORD F450 2012', 'FORD F450 2013', 'FORD F450 2014', 'FORD F450 2015', 'FORD F550 2011', 'FORD F550 2012', 'FORD F550 2013', 'FORD F550 2014', 'FORD F550 2015']","certain ambulance or fire package vehicles with 6.7l diesel engines may experience a ""stop safety now"" warning message and 5 audible chimes if an exhaust gas temperature (egt) sensor fault is detected. engine torque would be gradually reduced by 70 percent over a period of 45 seconds to a power-reduced level that is maintained.  during this time, there would be no effect on steering, braking, lighting, electrical, or restraint systems, allowing the operator to maneuver the vehicle to a safe location. such an occurrence could also result in an engine shut down and subsequent inability to quickly restart the vehicle.  if this condition were to occur when an ambulance or fire engine vehicle was transporting a patient or providing medical assistance, it could delay medical treatment and increase the risk of injury to the patient.  correction:  dealers will reprogram the powertrain control module with updated software."
2015127,Structure,"['FORD EXPLORER 2011', 'FORD EXPLORER 2012', 'FORD EXPLORER 2013']","on certain vehicles, the return spring within the interior door handle assembly could become unseated, resulting in an interior handle that does not return to the fully stowed position after actuation.  this could allow a door to unlatch during a side impact crash, which could increase the risk of injury to a seat occupant.  correction:  dealers will inspect, and repair or replace the interior handles as necessary."
2015175,Structure,"['FORD FIESTA 2011', 'FORD FIESTA 2012', 'FORD FIESTA 2013', 'FORD FIESTA 2014', 'FORD FUSION 2013', 'LINCOLN MKZ 2013']","on certain vehicles, the door latches may have a broken pawl spring tab.  this could result in the door not latching correctly.  as a result, doors which appear to be latched could unlatch while driving.  this could increase the risk of injury to a vehicle occupant seated next to the door, or result in damage to property.  correction:  dealers will replace all four door latches with a more robust part."
2015176,Fuel Supply,"['FORD EDGE 2014', 'FORD ESCAPE 2014', 'FORD FIESTA 2014', 'FORD FOCUS 2014', 'FORD TRANSIT CONNECT 2014']","on certain vehicles, improper nickel plating of certain fuel pump internal components could contaminate the pump, potentially resulting in an inoperative fuel pump.   this could result in a no-start condition, or an engine stall without warning and without the ability to restart the vehicle, which could increase the risk of a crash.  correction:  dealers will replace the fuel delivery module (fdm)."
2015177,Steering,"['FORD FUSION 2013', 'FORD FUSION 2014', 'FORD FUSION 2015', 'LINCOLN MKZ 2013', 'LINCOLN MKZ 2014', 'LINCOLN MKZ 2015']","on certain vehicles registered and operated in areas where road salt is used on the roadways during winter months for extended time periods (ontario, quebec, new brunswick, nova scotia, prince edward island and newfoundland-labrador), corrosion may occur at the steering gear motor attachment bolts.  steering gear motor detachment from the gear housing could result in sudden loss of steering power assist.  this would cause the electronic stability control and traction control malfunction indicator lamps to illuminate.  a vehicle experiencing a loss of steering power assist would revert to a manual steering mode which would require greater driver effort, especially at low vehicle speeds. a loss of steering power assist could ultimately result in a crash causing property damage and/or personal injury.  correction:  dealers will apply sealer and replace the steering gear motor attachment bolts as required.  if one or more of the steering gear motor attachment bolds are broken or missing, a new steering gear will be installed in the vehicle."
2015178,Structure,['FORD F150 2015'],"certain vehicles may have loose or missing underbody heat shields.  missing underbody heat shields on vehicles could lead to degradation or possibly melting of the fuel or vapor lines, increasing the risk of a fire, which could result in injury and/or damage to property.  correction: dealers will inspect for missing underbody heat shields and fasteners, and install missing components as required."
2015196,Steering,['FORD F150 2015'],"on certain vehicles, the intermediate shaft may have been improperly riveted during manufacturing.  an improperly riveted intermediate shaft could separate from the intermediate shaft flex coupling, which could result in a loss of steering control without warning, increasing the risk of a crash causing injury and/or damage to property.  correction:  dealers will inspect the intermediate shaft, and replace if required."
2015223,Fuel Supply,['FORD MUSTANG 2015'],"on certain vehicles equipped with a 2.3l engine, prolonged exposure to elevated underbody temperatures could cause the fuel tank, fuel vapor lines and/or parking brake cable seals to degrade. this could result in a fuel leak which, in the presence of an ignition source, could result in a fire causing injury and/or property damage.  this could also affect parking brake function, which could result in a rollaway event if the vehicle was left unattended and the parking brake was not applied, which could increase the risk of a crash causing injury and/or property damage.  correction: dealers will replace the fuel tank shield, apply thermal patches to the fuel tank, parking brake cable and fuel vapour lines."
2015224,Steering,"['FORD FLEX 2011', 'FORD FLEX 2012', 'FORD FLEX 2013', 'FORD FUSION 2011', 'FORD FUSION 2012', 'FORD POLICE INTERCEPTOR SEDAN (TAURUS) 2013', 'FORD TAURUS 2011', 'FORD TAURUS 2012', 'FORD TAURUS 2013', 'LINCOLN MKS 2011', 'LINCOLN MKS 2012', 'LINCOLN MKS 2013', 'LINCOLN MKT 2011', 'LINCOLN MKT 2012', 'LINCOLN MKZ 2011', 'LINCOLN MKZ 2012']","on certain vehicles, a fault in the electric power steering (eps) system could result in an immediate loss of power steering assist without warning to the driver. this would unexpectedly increase the steering effort force necessary to steer the vehicle at lower vehicle speeds, which could increase the risk of a crash causing injury and/or damage to property. correction: dealers will affect repairs as necessary and will reprogram the eps controller with updated software. in the event that an eps fault occurs, this updated software would allow for continued eps function while displaying visual and audible warnings to the driver until the end of the drive cycle."
2015231,Airbag,"['FORD RANGER 2004', 'FORD RANGER 2005', 'FORD RANGER 2006']","on certain vehicles, the passenger frontal airbag inflator could produce excessive internal pressure during airbag deployment. increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. this could also damage the airbag module, which could prevent proper deployment. failure of the passenger airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. correction: dealers will replace airbag inflators."
2010223,Brakes,"['DODGE NITRO 2010', 'DODGE RAM 2010', 'JEEP LIBERTY 2010', 'JEEP WRANGLER 2010', 'RAM 1500 2010']","certain vehicles may have an improperly formed master cylinder to hydraulic control unit brake tube assembly end-flare that could lead to a loss of brake fluid and reduced braking performance.  this could increase stopping distances, possibly resulting in a crash causing property damage and/or personal injury.  correction: dealers will replace the suspect brake tubes."
2010277,Engine,"['DODGE SPRINTER 2500 2009', 'DODGE SPRINTER 2500 2010', 'DODGE SPRINTER 3500 2009', 'DODGE SPRINTER 3500 2010']","on certain vehicles, the spring plate which is mounted at the oil filler neck and fixes it at the cylinder head cover may crack and result in an engine oil leak in the engine compartment.  in addition to possible damage to the engine caused by inadequate lubrication, this may result in leakage of oil onto the road surface unintentionally causing a traffic accident.  correction: dealers will replace the affected oil filler necks."
2010438,Brakes,"['DODGE RAM 2010', 'RAM 2500 2010', 'RAM 2500 2011', 'RAM 3500 2010', 'RAM 3500 2011', 'RAM 4500 2010', 'RAM 4500 2011', 'RAM 5500 2010', 'RAM 5500 2011']","on certain vehicles equipped with a diesel engine and hydroboost brake system (which utilizes the power steering system pressure for brake assist), the power steering reservoir cap may have excessive vent pressure levels, which could result in a brake pedal that is slow to return once depressed.  this could increase brake light illumination times and cause confusion to a following road user which, in conjunction with traffic, road conditions and driver's reactions, may result in a crash.  correction: dealers will replace the power steering reservoir cap."
2010464,Airbag,['DODGE JOURNEY 2009'],"on certain vehicles, wires within the front door wire harnesses may fatigue and break, which can interrupt the circuits for the side impact sensor(s).  this may result in an airbag warning lamp illumination and loss of side crash sensing capability.  failure of the lateral airbags to deploy during a crash (where deployment is warranted) could increase the risk of personal injuries to the seat occupants.  correction: dealers will replace the wiring harnesses in both front doors."
2010465,Steering,"['DODGE RAM 2008', 'DODGE RAM 2009', 'DODGE RAM 2010', 'RAM 4500 2010', 'RAM 4500 2011', 'RAM 5500 2010', 'RAM 5500 2011']",certain ram 4500 and 5500 vehicles may experience a weakening and fracture of the ball stud on the left outer tie rod assembly.  a loss of steering control could result in a crash causing property damage and/or personal injury.  correction: dealers will replace the left outer tie rod assembly.
2011179,Seats And Restraints,"['DODGE SPRINTER 2500 2008', 'DODGE SPRINTER 2500 2009', 'DODGE SPRINTER 3500 2008', 'DODGE SPRINTER 3500 2009']","certain vehicles, with the optional three-seat bench in the second seating row, may have been equipped with seatbelts that were certified to european standards, but fail to comply with canada motor vehicle safety standard 209 - seat belt assemblies.  due to incorrect load limiter mounting, the assembly loop is unable to withstand the forces specified by the standard.  failure of the seatbelt to restrain the seat occupant as intended would increase the risk of personal injury during a crash.  correction: dealers will inspect and, if necessary, replace the seatbelt assemblies."
2011253,Steering,"['DODGE RAM 2003', 'DODGE RAM 2004', 'DODGE RAM 2005', 'DODGE RAM 2006', 'DODGE RAM 2007', 'DODGE RAM 2008', 'DODGE RAM 2009', 'DODGE RAM 2010', 'RAM 1500 2010', 'RAM 1500 2011', 'RAM 2500 2010', 'RAM 2500 2011', 'RAM 3500 2010', 'RAM 3500 2011']","on certain 2008-2011 ram 2500 and 3500 4x4, ram 3500 cab chassis 4x2 and 4x4, and 2008 ram 1500 mega cab 4x4 vehicles, the left outer tie rod ball stud could fracture.  additionally, other 2003-2008 ram vehicles may have received the affected tie rod as a replacement part during service, and are therefore also involved in this campaign.  although this condition tends to occur when making a tight turn during low speed parking lot type maneuvers, tie rod failure could result in a loss of directional stability.  a loss of steering control could result in a crash causing property damage and/or personal injury.  correction: dealers will inspect and, if necessary, replace the left outer tie rod end and tighten the track bar bolt. note: the tie rod replacement portion of this recall was superseded by recall 2013-396."
1998216,Emissions,"['CHRYSLER 300M 1999', 'CHRYSLER LHS 1999']",certain vehicles may not comply with cmvss 1101 - emission device.  the wrong vehicle emission control information label (veci) may have been installed on the subject vehicles.  correction: correct vecilabel along with installation instructions will be mailed to owners.
1999009,Emissions,"['CHRYSLER CIRRUS 1998', 'DODGE STRATUS 1998', 'PLYMOUTH BREEZE 1998']","on certain vehicles, incorrect weld wire, in combination with the stainless steel shell of the catalytic converter, will cause rusting at the weld joints and premature failure to the converter assembly.  correction:  dealers will replace the catalytic converter."
1999045,Emissions,"['CHRYSLER INTREPID 1994', 'CHRYSLER INTREPID 1995', 'DODGE SPIRIT 1993', 'DODGE SPIRIT 1994', 'PLYMOUTH ACCLAIM 1993', 'PLYMOUTH ACCLAIM 1994']",certain spirit and acclaim with a 2.5 litre flex-fuel engine and intrepid with a 3.3 litre flex-fuel engine do not comply with the requirements of cmvss 1101 - emission device.   the methanol fuel sensor may fail due to grounding of the circuit board and a software problem.  correction:  an improved methanol concentration sensor will be installed on affected vehicles.
1999056,Seats And Restraints,['CHRYSLER NEON 2000'],"on certain vehicles, the passenger side air bag stored-gas inflator may develop a crack along the ring/bottle weld line, providing a leak path, which could result in non-deployment of the passenger side air bag module.  correction:  existing passenger side air bag module will be replaced with a current production module."
1999104,Seats And Restraints,"['CHRYSLER TOWN & COUNTRY 1994', 'CHRYSLER TOWN & COUNTRY 1995', 'DODGE CARAVAN 1994', 'DODGE CARAVAN 1995', 'DODGE GRAND CARAVAN 1994', 'DODGE GRAND CARAVAN 1995', 'PLYMOUTH GRAND VOYAGER 1994', 'PLYMOUTH GRAND VOYAGER 1995', 'PLYMOUTH VOYAGER 1994', 'PLYMOUTH VOYAGER 1995']","on certain vehicles, an intermittent short circuit in the air bag initiator wire that occurs between 1.5 to 1.7 seconds after vehicle start-up (or ""key on"") may lead to an inadvertent air bag deployment. this short is caused by an unprotected metal sharp edge where the clockspring wire passes through the lower instrument panel.  correction:  an electrical diagnostic check will be performed and any short circuits will be repaired.  in addition, a mastic patch will be added to the lower instrument panel to prevent chafing of the clockspring wire.  if the air bag warning light is illuminated due to a rear wiper motor short circuit condition, the shorted motor will be disconnected and the fuse replaced."
1999108,Suspension,['CHRYSLER NEON 2000'],"on certain vehicles, the front suspension lower control arms may have been inadequately welded between the pivot tube and the arm.  the inadequate welding may allow the tube to separate from the arm.  if this happens, a loss of vehicle control may result.  correction:  lower control arms will be replaced with ones built to current production standards."
1999144,Steering,"['CHRYSLER SEBRING 1995', 'CHRYSLER SEBRING 1996', 'DODGE AVENGER 1995', 'DODGE AVENGER 1996', 'EAGLE TALON 1995', 'EAGLE TALON 1996']","on certain vehicles, the rubber boot on the lower lateral ball joint could be damaged, allowing the intrusion of dirt and water, leading to extraordinary wear on the ball joint and possible separation.  this could result in loss of vehicle control and a possible crash without prior warning.  correction:  lower lateral ball joints will be inspected and if cut or damaged boots are found, the lower lateral arm will be replaced."
1999145,Visual System,"['CHRYSLER TOWN & COUNTRY 1991', 'CHRYSLER TOWN & COUNTRY 1992', 'CHRYSLER TOWN & COUNTRY 1993', 'DODGE CARAVAN 1991', 'DODGE CARAVAN 1992', 'DODGE CARAVAN 1993', 'DODGE GRAND CARAVAN 1991', 'DODGE GRAND CARAVAN 1992', 'DODGE GRAND CARAVAN 1993', 'PLYMOUTH GRAND VOYAGER 1991', 'PLYMOUTH GRAND VOYAGER 1992', 'PLYMOUTH GRAND VOYAGER 1993', 'PLYMOUTH VOYAGER 1991', 'PLYMOUTH VOYAGER 1992', 'PLYMOUTH VOYAGER 1993']","on certain vehicles, the left hand windshield wiper pivot drive arm was not mechanically staked to the pivot shaft.  this may allow the drive arm to disengage from the shaft and lead to a loss of wiper function.  correction:  the left windshield wiper pivot assembly will be replaced with one that incorporates an improved mechanical connection of the drive link to the pivot shaft."
1999154,Fuel Supply,"['CHRYSLER TOWN & COUNTRY 1996', 'DODGE CARAVAN 1996', 'DODGE GRAND CARAVAN 1996', 'PLYMOUTH GRAND VOYAGER 1996', 'PLYMOUTH VOYAGER 1996']","on certain vehicles, fuel may leak from the tank at the interface of the fuel pump module attachment due to a combination of process and assembly variations.  fuel leakage could potentially cause a vehicle fire. correction:  the fuel pump module attaching nut will be replaced with a nut that includes tighter design tolerances.  the sealing o-ring will also be replaced."
1999159,Suspension,"['CHRYSLER CONCORDE 1993', 'CHRYSLER CONCORDE 1994', 'CHRYSLER CONCORDE 1995', 'CHRYSLER INTREPID 1993', 'CHRYSLER INTREPID 1994', 'CHRYSLER INTREPID 1995', 'CHRYSLER LHS 1993', 'CHRYSLER LHS 1994', 'CHRYSLER LHS 1995', 'CHRYSLER NEW YORKER 1993', 'CHRYSLER NEW YORKER 1994', 'CHRYSLER NEW YORKER 1995', 'EAGLE VISION 1993', 'EAGLE VISION 1994', 'EAGLE VISION 1995']","on certain vehicles, the lower control arm attaching brackets may crack due to fatigue and cause the lower control arm to separate from the engine cradle.  if this occurs, the transmission half-shaft may pull out of the transaxle and result in a loss of motive power, increasing the risk of a motor vehicle accident.  correction:  engine cradle will be reinforced at the point of attachment to the lower control arm."
1999170,Brakes,"['CHRYSLER CIRRUS 1998', 'CHRYSLER CIRRUS 1999', 'DODGE STRATUS 1998', 'DODGE STRATUS 1999', 'PLYMOUTH BREEZE 1998', 'PLYMOUTH BREEZE 1999']","on certain vehicles, the right rear brake tube may contact the exhaust system clamp causing wear.  if this happens, the brake tube could develop a leak, reducing the effectiveness of one half of the diagonally split braking system.  this could result in longer stopping distances and a possible crash without prior warning.  correction:  brake tubes will be inspected for evidence of contact with the exhaust clamp and replaced if necessary.  if no evidence of contact exists, the tube will be secured with a clip."
1999199,Electrical,"['CHRYSLER TOWN & COUNTRY 1996', 'DODGE CARAVAN 1996', 'PLYMOUTH VOYAGER 1996']","on certain vehicles, the solid state radiator fan relay (ssr) may fail to operate due to electrical and.or thermal over-stress, allowing the vehicle to overheat.  correction:  the solid state radiator fan relay will be replaced with a more robust version."
2000013,Seats And Restraints,"['CHRYSLER 300M 2000', 'CHRYSLER CONCORDE 2000', 'CHRYSLER INTREPID 2000', 'CHRYSLER LHS 2000', 'JEEP GRAND CHEROKEE 2000']","on certain vehicles, the passenger side air bag inflator assembly contains an incorrect inflator charge.  this condition could increase the risk of a passenger occupant injury in the event of a crash.  correction:  passenger air bag modules will be replaced."
2000044,Seats And Restraints,"['CHRYSLER 300M 2000', 'CHRYSLER CONCORDE 2000', 'CHRYSLER INTREPID 2000', 'CHRYSLER LHS 2000']","on certain vehicles, the molding flash on the primary lever may prevent operation of the deceleration lock and tilt lock functions of  the driver's side retractor.  if this should occur in a frontal crash situation, driver protection from the seat belt may be reduced, increasing the risk of injury.  correction:  left front retractor assemblies will be replaced on affected vehicles."
2013296,Other,"['LEXUS RX 400H 2006', 'LEXUS RX 400H 2007', 'LEXUS RX 400H 2008', 'TOYOTA HIGHLANDER HV 2006', 'TOYOTA HIGHLANDER HV 2007', 'TOYOTA HIGHLANDER HV 2008', 'TOYOTA HIGHLANDER HV 2009', 'TOYOTA HIGHLANDER HV 2010']","on certain vehicles, a control board for the intelligent power module (ipm), part of the hybrid system inverter assembly, could fail while the vehicle is underway.  this could cause various warning lamps, including the malfunction indicator lamp, slip indicator lamp, brake system warning lamp, and master warning lamp, to illuminate on the instrument panel.  if this occurred, in most cases, the vehicle would enter fail-safe driving mode, resulting in reduced motive power in which the vehicle could still be driven for short distances.  in some instances, the fuse of the power supply circuit could blow, causing the hybrid system to stop functioning.  the resultant loss of vehicle propulsion, in conjunction with traffic and road conditions, and the driver's reactions, could increase the risk of a crash causing property damage and/or personal injury.  correction: dealers will inspect and, if necessary, replace the intelligent power module."
2013114,Other,"['ACURA RDX 2013', 'HONDA CR-V 2012', 'HONDA CR-V 2013', 'HONDA ODYSSEY 2012', 'HONDA ODYSSEY 2013']","on certain vehicles, the brake-shift interlock may not function properly at low temperatures.  this could allow the transmission gear shift lever to be moved out of the park position without depressing the brake pedal.  depending which gear the driver selects, the vehicle could begin to move forward or backward immediately.  this movement could result in property damage, or cause the vehicle to strike a bystander, potentially resulting in personal injury.  correction: dealers will replace the gear shift assembly stopper."
2013131,Other,"['HONDA FIT 2012', 'HONDA FIT 2013']","on certain honda fit sport models, the vehicle stability assist (vsa) system may not function as intended.  in some instances, this could allow the tires to lose traction and the vehicle to skid without intervention by the vsa system.  if the vehicle strikes a curb or slides off the roadway, it could result in a crash causing property damage and/or personal injury.  correction: dealers will reprogram the vehicle stability assist software."
2013207,Brakes,"['ACURA RSX 2006', 'HONDA S2000 2006', 'HONDA S2000 2007']","on certain vehicles, the brake booster may have been manufactured incorrectly and could develop a leak.  as such, the booster may be unable to maintain vacuum when the brake pedal is depressed.  loss of brake power assist could occur, which may result in a crash causing property damage and/or personal.  correction: dealers will inspect and, if necessary, replace the brake booster assembly."
2013216,Electrical,"['HONDA FIT 2007', 'HONDA FIT 2008']","on certain vehicles, water may enter the driver's power window master switch.  although honda previously attempted to remedy this problem by installing a plastic cover over the switch, this fix was inadequate.  water intrusion could cause the switch to overheat, which may result in a fire causing property damage and/or personal injury.  correction: dealers will inspect and, if necessary, replace the driver’s power window master switch.  note: this recall supersedes recall 2010025.  vehicles that were repaired under the previous campaign will also need to be repaired under this campaign."
2013239,Other,"['HONDA FIT 2012', 'HONDA FIT 2013']","on certain vehicles, the vehicle stability assist (vsa) system may not function as intended.  in some instances, this could allow the tires to lose traction and the vehicle to skid without intervention by the vsa system.  if the vehicle strikes a curb or slides off the roadway, it could result in a crash causing property damage and/or personal injury.  correction: dealers will reprogram the vehicle stability assist software."
2013240,Fuel Supply,['HONDA ACCORD 2013'],"on certain vehicles, the fuel tank may have been manufactured incorrectly and could leak.  fuel leakage, in the presence of an ignition source, could result in a fire causing property damage and/or personal injury.  correction: dealers will replace the fuel tank."
2013242,Brakes,"['HONDA CTX700N 2014', 'HONDA CTX700T 2014']","on certain motorcycles, the anti-lock brake system (abs) modulator may have been manufactured incorrectly and could fail.  loss of abs function would allow the front and/or rear wheel to lock under braking which, in conjunction with traffic and road conditions, and the rider’s reactions, could increase the risk of a crash causing property damage and/or personal injury.  correction: dealers will replace the abs modulator."
2013315,Airbag,"['ACURA MDX 2003', 'HONDA ODYSSEY 2003', 'HONDA ODYSSEY 2004']","on certain vehicles, a defect in the supplemental restraint system could result in an inadvertent deployment of the front airbags. unintended airbag deployment, in a non-warranted (non-impact) situation, could startle the driver, which could result in a vehicle crash causing property damage and/or personal injury. in some instances, inadvertent deployment could cause minor injuries to vehicle occupants.  correction: dealers will install an electrical noise suppressor unit."
2013319,Steering,"['HONDA TRX500FM - FOREMAN 500 2012', 'HONDA TRX500FM - FOREMAN 500 2013']","on certain atvs, due to a manufacturing defect, the steering shaft could break. this would result in a loss of steering control, increasing the risk of an accident causing injury and/or property damage. correction: dealers will inspect the steering shaft and replace if necessary."
2013381,Brakes,"['HONDA ODYSSEY 2007', 'HONDA ODYSSEY 2008']","on certain vehicles, due to a defect in the vehicle stability assist (vsa) system, the brakes may apply unexpectedly while the vehicle is being driven without the driver pressing on the brake pedal. if this were to occur,  the brake lamps would also fail to illuminate. these issues could increase the risk of a crash causing injury and/or damage to property. correction: dealers will affect repairs."
2014044,Engine,"['HONDA CB500FA 2013', 'HONDA CB500XA 2013', 'HONDA CBR500R 2013', 'HONDA CBR500RA 2013']","on certain motorcycles, the rocker arm shaft retaining bolt could loosen, causing an oil leak. if the bolt was to separate completely, the engine could stall or lose power. this could increase the risk of a crash causing injury and/or damage to property. correction: dealers will replace the rocker arm shaft retaining bolt."
2014074,Tires,['HONDA CIVIC 2014'],"on certain vehicles, tires may have been damaged during the mounting process, resulting in a tear in the bead of the tire. this could result in rapid air loss and/or tire failure, which could increase the risk of a crash causing injury and/or property damage. correction: dealers will inspect tires and replace as necessary."
2014076,Fuel Supply,"['HONDA ODYSSEY 2005', 'HONDA ODYSSEY 2006', 'HONDA ODYSSEY 2007', 'HONDA ODYSSEY 2008', 'HONDA ODYSSEY 2009', 'HONDA ODYSSEY 2010']","on certain vehicles, the fuel pump strainer could deteriorate and crack.  this could result in a fuel smell and/or fuel leak.  leaking fuel, in the presence of an ignition source, could lead to a fire causing injury and/or damage to property. correction: dealers will replace the fuel strainer cover."
2014116,Airbag,['HONDA ODYSSEY 2014'],"on certain vehicles, the front passenger side curtain airbag electrical connector may have been damaged at time of assembly, which could illuminate the airbag warning lamp and potentially deactivate the airbag. failure of the front passenger side curtain airbag to deploy during a crash (where deployment is warranted) could increase the risk of injury to the seat occupant. correction: dealers will inspect the connector and affect repairs as necessary."
2014178,Powertrain,"['HONDA FIT 2013', 'HONDA FIT 2014']","on certain vehicles, the passenger side driveshaft could fracture and separate. if this were to occur while the vehicle is being driven, it could result in a loss of motive power. if this were to occur while the vehicle is parked on an incline without the parking brake applied, it could result in unintended vehicle movement. both situations could increase the risk of a crash causing injury and/or property damage. correction: dealers will replace affected driveshafts."
2014205,Steering,"['HONDA TRX500FM - FOREMAN 500 2012', 'HONDA TRX500FM - FOREMAN 500 2013']","on certain atvs, due to a manufacturing defect, the steering shaft could break. this would result in a loss of steering control, increasing the risk of an accident causing injury and/or property damage. correction: dealers will inspect the steering shaft and replace if necessary.  note: this recall supersedes recall 2013319. vehicles which received replacement steering shafts under the previous campaign will require re-inspection."
2015232,Airbag,"['FORD GT 2006', 'FORD MUSTANG 2005', 'FORD MUSTANG 2006', 'FORD MUSTANG 2007', 'FORD MUSTANG 2008', 'FORD MUSTANG 2009', 'FORD MUSTANG 2010', 'FORD MUSTANG 2011', 'FORD MUSTANG 2012', 'FORD MUSTANG 2013', 'FORD MUSTANG 2014']","on certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. this could also damage the airbag module, which could prevent proper deployment. failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. note: this recall supersedes special service campaign 2015-052. correction: dealers will replace airbag inflators. all vehicles having received a replacement inflator as part of a previous special service campaign will have a replacement inflator installed."
2015278,Lights And Instruments,"['FORD ESCAPE 2014', 'FORD ESCAPE 2015', 'FORD TRANSIT CONNECT 2014', 'FORD TRANSIT CONNECT 2015']","certain vehicles may not comply with the requirements of canada motor vehicle safety standard 101 - location and identification of controls and displays.   the instrument cluster may not display safety warning lamps/messages, and sound chimes when the ignition key is first turned on, contrary to the requirements of the standard. correction:  dealers will reprogram the instrument cluster."
2015298,Engine,"['FORD C-MAX 2015', 'FORD ESCAPE 2015', 'FORD FOCUS 2015']","certain vehicles may fail to conform to canada motor vehicle safety standard (cmvss) 114 - theft protection and rollaway prevention.  it may be possible for the engine to continue to run after turning the ignition key to the ""off"" position and removing the key (vehicles with standard ignition keys), or after pressing the engine start/stop button (vehicles with push-button start and intelligent access keys), which is contrary to the requirements of the standard.  as a result, a vehicle could be operated without the key, increasing the risk of theft or unintended vehicle movement, which could increase the risk of a crash causing injury and/or property damage and/or injury to bystanders. correction:  dealers will update the body control module (bcm) software."
2015321,Brakes,"['FORD EXPLORER 2016', 'FORD FLEX 2015', 'FORD TAURUS 2015', 'LINCOLN MKS 2015', 'LINCOLN MKT 2015']","certain vehicles fail to comply with the requirements of canada motor vehicle safety standard 135 - brake systems.  during the manufacturing process, the parking brake controller assembly bracket may have been improperly formed.  this could result in the pawl to not engage the sector gear during actuation and the parking brake not fully engaging. if the transmission is in park, there will be no unintended vehicle movement.  if the transmission is left in a  gear other than park, and the vehicle is parked on a sufficient slope, a non-functioning parking brake could result in unintended vehicle movement, increasing the risk of a crash causing injury and/or property damage.  correction:  dealers will inspect, and if necessary, replace the parking brake control assembly."
2015377,Seats And Restraints,"['FORD F650 2011', 'FORD F650 2012', 'FORD F650 2013', 'FORD F650 2015', 'FORD F750 2011', 'FORD F750 2012', 'FORD F750 2013', 'FORD F750 2015']","certain vehicles equipped with a 70/30 fixed passenger bench seat may fail to conform to canada motor vehicle safety standard 210 – seat belt assembly anchorages.  the floor attachment locations for the 70% front passenger and center seat belt anchorages are outside of the parameters specified by the standard.  an improperly positioned seat belt anchorage may reduce the seat belt’s ability to properly restrain the occupant during a crash, increasing the risk of personal injury.  correction: dealers will install safety restraint anchorage point relocation bracket kits."
2015436,Fuel Supply,['FORD EXPLORER 2016'],"on certain vehicles, the fuel tank attachment bolts may not have been tightened adequately at time of assembly.  this could result in insufficient clamp load that could lead to fatigue and fracture of the fuel tank straps.  fracture of the fuel tank straps could result in the fuel tank separating from the vehicle, which may result in a fuel leak. fuel leakage, in the presence of an ignition source, could result in a fire causing injury and/or property damage.  correction: dealers will torque the fuel tank attachment bolts to the required specification."
2015437,Structure,"['FORD WINDSTAR 1998', 'FORD WINDSTAR 1999', 'FORD WINDSTAR 2000', 'FORD WINDSTAR 2001', 'FORD WINDSTAR 2002', 'FORD WINDSTAR 2003']","on certain vehicles that had rear axle reinforcement brackets installed as part of safety recall 2010-284, the brackets may not have been installed properly, which could limit the effectiveness of the recall service repair in addressing the safety defect.  safety recall 2010-284 was conducted to address the risk that the combined effects of corrosion and stress can lead to a complete fracture of the axle.  if the rear axle fractures, and the reinforcement brackets were not installed properly, vehicle handling may be adversely affected, increasing the risk of a crash.  correction: dealers will inspect the rear axle reinforcement brackets that were installed as part of recall 2010-284.  if one or both brackets are found improperly installed, the dealer will replace the rear axle."
2015438,Powertrain,"['FORD ESCAPE 2001', 'FORD ESCAPE 2002', 'FORD ESCAPE 2003', 'FORD ESCAPE 2004', 'FORD ESCAPE 2005', 'FORD ESCAPE 2006', 'FORD ESCAPE 2007', 'FORD ESCAPE 2008']","a safety defect may exist in vehicles in which remanufactured automatic transmissions were installed as service replacement parts. the shift lever bolt may not have been torqued to the proper torque specification.  if the improperly torqued shift level bolt loosens and backs out, the shift lever may disengage from the transmission without warning, and the transmission may not respond to the shifter selection movement by the operator.  this could result in the loss of transmission gear selection, and possible unintended vehicle movement, which would increase the risk of a crash causing injury and/or property damage.  correction: dealers will inspect, and if necessary, replace the shift lever assembly and/or the shift level bolt torqued to the proper specification."
2015440,Electrical,['FORD F150 2015'],"on certain vehicles equipped with adaptive cruise control (acc), when the acc is engaged, the driver may experience unexpected braking while passing a large, highly reflective vehicle.  an unexpected acc braking event could increase the risk of a crash involving a trailing vehicle. during this unexpected braking event, the collision warning system red warning light may also flash and an audible tone may be heard.  correction: dealers will reprogram the cruise control module with updated acc radar software.  note: the brake lights would illuminate while the brakes are applied by the acc system, and the driver could still override the acc system at any time using the accelerator pedal, brake pedal or by cancelling acc through the steering wheel switches."
